birthdate	mail	company	name	user_id	ssn	blood_group	current_location	registration	job	username	residence	station_ID
1945-10-13	casey26@gmail.com	Nguyen and Sons	Kimberly Delgado	520	721-86-1676	B-	(Decimal('33.0947325'), Decimal('-32.356305'))	19 May 2024		jacquelinecarson		626
	noah20@gmail.com	Rodrigues	Pedro Cunha	412	17952308602	AB-	(Decimal('33.573558'), Decimal('88.013674'))	07/06/2022, 00:00:00		sfreitas		34
1979-10-28	wbosio@outlook.com	Tarantino, Caruso e Trezzini Group	Marcella Pellico	2040	CCRBPP30A59B716Y	O+	(Decimal('72.014868'), Decimal('-64.745090'))	03/16/2020, 00:00:00		morenaroccabonella		109
1997-11-10	vasquezmichael@hotmail.com	Pierce Ltd	Connie Riley	569	525-56-0516	O-	(Decimal('-56.983153'), Decimal('53.315588'))	07/24/2025, 00:00:00		eddiechristensen		612
1929-06-16	steueranneli@gmail.com	Radisch	Thea Wernecke	1486	501-39-2881	A+	(Decimal('76.418141'), Decimal('-33.712474'))	2021-02-16		xjuettner		644
	onistoluisa@yahoo.com	Ossola, Rossini e Pellico Group	Sante Toselli	1976	BRBDNL49C65G524T	AB-	(Decimal('-15.526710'), Decimal('34.517856'))	2021/07/31		emajewski		337
	jfritsch@gmx.de	Mälzer GmbH	Christl Rosemann	1281	290-09-2036	AB+	(Decimal('-64.1603595'), Decimal('-158.186195'))	05 May 2022	Elektroniker	arnethanel		342
1927-02-02	suzukihideki@gmail.com	田中水産合同会社	佐々木 健一	1347	556-21-5495	O-	(Decimal('0.149781'), Decimal('62.425474'))	2021/07/13		akira11		724
	kornelia56@aol.de	Bolander GmbH	Gerlind Liebelt	1048	406-43-3153	A+	(Decimal('21.988900'), Decimal('-4.469640'))	2023/09/27		lidija56		624
	ashley14@yahoo.com	Cook-Combs	April Bentley	1512	899-09-9200	A+	(Decimal('-67.960064'), Decimal('14.153719'))	2021-03-30		ataylor		408
1972-05-31	schoenlandannegrete@gmx.de	Scholz Schuster OHG mbH	Natalja Radisch	1773	572-68-1542	AB+	(Decimal('-76.4006725'), Decimal('-168.236940'))	04 Jul 2023	Artist	anna-marie33		494
	mary99@gmail.com	Proctor, Moore and Rodriguez	Shelley Barker	445	243-11-2433	AB+	(Decimal('29.8239805'), Decimal('-31.395764'))	2025/02/20		sperry		234
	yamamotomituru@gmail.com	株式会社山下農林	井上 陽子	2013	416-61-3674	AB+	(Decimal('4.572523'), Decimal('-25.925249'))	2021-10-22		watanabeshohei		482
	suzukiosamu@hotmail.com	長谷川通信株式会社	田中 さゆり	2042	724-76-9667	A-	(Decimal('-68.9020435'), Decimal('78.710042'))	2025/05/31	アイドル	chiyo87		258
1974-05-21	arnoldboucsein@web.de	Fliegner Albers OHG mbH	Nikolas Bolzmann B.A.	235	649-07-9931	O-	(Decimal('80.173045'), Decimal('-34.325698'))	2021/02/11		beerlaszlo		720
1910-06-09	ferreiratheo@yahoo.com.br	Camargo	Natália Nascimento	39	14086253771	B-		12/06/2024, 00:00:00	Designer de moda	jmoreira		200
1939-02-20	thomaswatts@gmail.com	Walker-Anderson	Mary Skinner	1386	391-10-8820	AB-	(Decimal('-47.731835'), Decimal('-135.038774'))	2022-12-14		lbailey		524
	jasongarcia@hotmail.com	Berry and Sons	Thomas Thompson	1366	644-61-8181	B-	(Decimal('7.550562'), Decimal('-47.916461'))	2024-04-19		qgardner		405
2022-07-15	tfujiwara@yahoo.com	有限会社佐藤運輸	小川 稔	638	891-60-8855	O-	(Decimal('-55.9674705'), Decimal('70.485584'))	2019-10-18		yosuke24		287
1999-07-17	jeffrey24@hotmail.com	Lopez-Parsons	Tyler Buchanan	848	248-05-8843	A-	(Decimal('8.043257'), Decimal('93.366318'))	01/10/2023, 00:00:00	Therapist, drama	michelejackson		598
1941-04-26	atraetta@vodafone.it	Fioravanti, Moretti e Littizzetto Group	Lando Badoglio-Visintini	913	SCLMLN46R19E729G	O+	(Decimal('33.2824545'), Decimal('-90.237835'))	2024-07-09		livia61		266
	rika83@gmail.com	合同会社松本印刷	佐藤 太郎	1607	217-85-3545	AB-	(Decimal('-45.7395205'), Decimal('-149.951127'))	12 Jan 2022		osamuwatanabe		402
	roggebeatrice@hotmail.de	Jacob	Ekkehard Gorlitz	408	365-80-7001	AB+	(Decimal('40.144605'), Decimal('94.852713'))	03/26/2025, 00:00:00		hkuehnert		268
	reimundgunpf@aol.de	Hahn	Mirella Hörle	1116	900-11-6623	O+	(Decimal('28.4704345'), Decimal('85.414614'))	2019/10/02		ejohann		457
2000-12-26	ceciliada-rocha@hotmail.com	Moraes Fogaça Ltda.	Dom Freitas	2035	81025743644	B-	(Decimal('61.6384165'), Decimal('13.840429'))	11/30/2018, 00:00:00		piresrebeca		568
1954-09-08	rachel09@gmail.com	Chavez, Kelly and Farley	Amber Burke	2155	382-91-8850	B-		2024/05/05	Barista	johnsonemily		130
1964-06-11	luana05@gmail.com	Ramos Araújo - ME	Ana Lívia Teixeira	177	98401725658	O+	(Decimal('-77.665332'), Decimal('57.640907'))	24 Jan 2022		alexandrejesus		65
1929-03-22	maria-lizteixeira@bol.com.br	Nogueira Ramos S.A.	Enzo Gabriel Moura	945	97548360193	O+	(Decimal('-12.6471105'), Decimal('-71.684351'))	2024/02/14		esiqueira		286
	omilanesi@gmail.com	Beccheria, Bataglia e Filzi e figli	Lidia Gianinazzi-Vespucci	1625	VGDPLA40E44B081F	A-	(Decimal('-11.8602035'), Decimal('-164.719047'))	10 Dec 2022	Television/film/video producer	vitovianello		666
	andradelevi@hotmail.com	Porto Montenegro S/A	Antônio Câmara	177	59327086112	B-	(Decimal('-1.156309'), Decimal('-173.239399'))	2022-06-14	Operador de telemarketing	biancacastro		709
	james54@gmail.com	Alexander, Marsh and Thompson	Michael Silva	1708	036-93-9227	A+	(Decimal('-11.2602525'), Decimal('-18.396099'))	2019-11-28	Social research officer, government	qsanders		398
1926-09-30	sabrina18@yahoo.com.br	Caldeira - EI	Bárbara Silva	449	51387069268	AB-	(Decimal('20.681863'), Decimal('-44.428112'))	06/11/2020, 00:00:00		brenooliveira		32
1934-12-07	manabutanaka@gmail.com	合同会社山本印刷	山口 篤司	41	810-02-9126	O+		2020-10-11		nakajimahideki		690
1950-06-25	wsato@hotmail.com	合同会社清水水産	山口 治	1094	257-25-9711	O+	(Decimal('67.3060685'), Decimal('114.328447'))	20 Oct 2019		rikaito		345
1964-08-22	miki12@yahoo.com	中村建設株式会社	中島 直人	2145	591-16-1671	AB+	(Decimal('-41.446621'), Decimal('-126.451454'))	2021-02-08		yamazakikaori		260
1929-05-28	kda-mata@bol.com.br	Duarte	Benicio Oliveira	2096	65789024300	O+	(Decimal('-56.8473785'), Decimal('176.682255'))	03 Jun 2023	Contra regra	da-luzcaleb		134
1995-02-14	friederickesoeding@web.de	Jacobi Jäckel AG	Henryk Hübel	599	447-68-4823	AB+	(Decimal('-16.027337'), Decimal('35.644807'))	15 Jul 2019		heinrichhans-dieter		29
	wpugh@gmail.com	Carroll-English	Jerry Barrera	291	654-05-5750	A-	(Decimal('5.3386315'), Decimal('-119.364754'))	2021-01-28		garrettsandra		679
	chiaraalfonsi@alice.it	Montalcini SPA	Fiorino Lopresti	1043	TMBGNN15S68E341S	B-	(Decimal('-86.8885525'), Decimal('-146.914527'))	2020-10-21		eleanora18		245
2000-08-29	willisjames@yahoo.com	Parker-Norman	Benjamin Owens	117	464-71-8679	A+	(Decimal('52.619420'), Decimal('-28.358554'))	01/06/2020, 00:00:00		wsmith		431
	gnogueira@uol.com.br	Siqueira	Vinicius Porto	107	12943675873	O+	(Decimal('10.423173'), Decimal('138.136289'))	21 Dec 2018		rafaela91		450
1965-07-27	pedro-henrique67@hotmail.com	Martins	Srta. Anna Liz Ramos	599	16439075810	B-	(Decimal('71.904132'), Decimal('173.070208'))	2023-03-24		liviafogaca		257
	jloos@yahoo.de	Ernst Stiftung & Co. KGaA	Hasan Wulff-Kruschwitz	876	930-75-6278	AB-	(Decimal('61.1791575'), Decimal('65.979366'))	2020-09-01	Forstwirt	obender		435
2018-01-21	murraydawn@gmail.com	Hoffman-Benson	Daisy Alvarez	1114	383-66-2087	AB+	(Decimal('-25.5159765'), Decimal('123.084866'))	11/29/2019, 00:00:00		michaelfoster		21
1948-08-21	akemimori@gmail.com	清水食品株式会社	伊藤 健一	564	690-28-1438	A-	(Decimal('71.6954335'), Decimal('-140.473116'))	16 Apr 2025	作曲家	kinoue		182
1938-08-30	ekroker@aol.de	Mielcarek Juncken GmbH & Co. KGaA	Karlfried Dehmel	512	516-86-1335	AB-	(Decimal('68.9374715'), Decimal('34.227341'))	25 Nov 2022		lachmannangelo		696
	sasakikaori@yahoo.com	合同会社小林運輸	松本 淳	254	200-09-8816	AB+	(Decimal('-69.3163095'), Decimal('-163.468768'))	02/16/2019, 00:00:00		tarosuzuki		203
1923-06-18	hmaeda@hotmail.com	吉田鉱業株式会社	岡田 裕太	1369	755-54-4593	AB-	(Decimal('56.309325'), Decimal('85.581564'))	2024-01-15		fkondo		448
2020-08-11	neuschaeferfrank-michael@googlemail.com	Bien	Guiseppe Zimmer-Gierschner	194	022-53-7233	A+	(Decimal('-7.063788'), Decimal('10.954118'))	2021/04/14		gwalter		699
	aparecidaalice@ig.com.br	Ferreira	Allana da Mota	953	06385927474	B-	(Decimal('-75.3646055'), Decimal('106.261474'))	09 May 2022		kamilly79		126
	rjovinelli@outlook.com	Geraci-Vivaldi s.r.l.	Luca Vespucci	122	ZCCZRA09H06D383A	AB+	(Decimal('79.8993985'), Decimal('3.754403'))	2020-12-11		dtutino		706
1948-04-26	britt68@hotmail.de	Käster	Carina Atzler B.A.	285	188-63-4306	B-	(Decimal('-56.113434'), Decimal('55.461418'))	2019-02-16		evelin52		70
	itotomoya@gmail.com	佐々木電気株式会社	藤田 直子	32	782-58-8657	B-	(Decimal('-12.7461935'), Decimal('-103.747751'))	2018/12/21		zsato		707
	fnorris@hotmail.com	Wilson-Dixon	Jack Haas	829	779-72-1809	A+	(Decimal('-52.0823485'), Decimal('93.389006'))	25 Aug 2019		lisagarcia		598
1918-07-24	cavalcantiana-luiza@uol.com.br	Correia e Filhos	Vinícius Cavalcanti	586	79803625195	B-	(Decimal('87.846602'), Decimal('-154.531124'))	12/05/2022, 00:00:00		juliaribeiro		364
1913-06-18	mendesvitoria@hotmail.com	Viana	Danilo Jesus	623	09124873640	AB+	(Decimal('-24.8358935'), Decimal('-124.641098'))	2019-03-24		da-cunhalunna		535
	zoecirino@gmail.com	Martins e Filhos	Maria Julia da Luz	631	79032814532	B+	(Decimal('55.1941195'), Decimal('-152.352944'))	2019-03-17	Ferramenteiro	vitor-hugo10		12
2023-11-11	nonisgiulietta@libero.it	Sabatini e figli	Claudio Scotto	462	BCCLRN37E09B630Z	O+	(Decimal('16.4337015'), Decimal('46.741030'))	24 Jul 2024		flavia95		406
1944-09-11	prios@gmail.com	Pereira Fonseca Ltda.	Dra. Marina Costela	1934	43207896103	B-	(Decimal('57.443056'), Decimal('58.919237'))	2021/12/26		ana-lizsantos		164
1970-09-01	togliattiettore@yahoo.com	Finotto, Storladi e Fantini Group	Orazio Turati	1178	MGGLRT83D30H745V	O-	(Decimal('69.1701385'), Decimal('82.855302'))	2023/01/29		xcilea		527
1960-12-11	rodrigo84@gmail.com	Ferreira	Dra. Maria Fernanda Marques	706	72653140934	AB+	(Decimal('19.707080'), Decimal('-129.631042'))	2025/04/15		monteiromaria-luiza		189
	atsushi48@gmail.com	中村通信有限会社	松本 零	1182	186-83-4999	O-	(Decimal('55.558525'), Decimal('95.603670'))	06/01/2025, 00:00:00		hkimura		725
	franklinjeffrey@gmail.com	Thompson and Sons	James Mcdaniel	1772	368-10-7003	O+	(Decimal('9.3568185'), Decimal('4.632340'))	2019-04-28	Industrial buyer	lnichols		52
1922-11-03	bmacedo@bol.com.br	da Paz	Luara Brito	955	69357480200	B+	(Decimal('-63.066451'), Decimal('120.584247'))	2021-02-09		qsiqueira		529
	clara13@hotmail.com	Ferreira	Olivia da Rosa	1428	71924306840	A-	(Decimal('71.9755655'), Decimal('-94.299316'))	2019-12-31		ana-ceciliamonteiro		120
1929-07-15	clarice23@ig.com.br	Moreira Almeida S.A.	Heitor Silveira	1994	40651283906	O-	(Decimal('-24.3663785'), Decimal('-132.735415'))	2025/03/04		esthermacedo		496
1957-07-18	manabu51@yahoo.com	有限会社山本印刷	井上 裕太	764	509-36-6946	B+	(Decimal('-9.808120'), Decimal('73.478943'))	12/23/2020, 00:00:00		manabumatsumoto		308
2006-11-28	traviapatrizio@yahoo.com	Salvemini SPA	Dott. Roberto Procacci	1918	PLLFST57R48B898X	A+	(Decimal('-14.1769655'), Decimal('-163.586150'))	16 Mar 2021	Media planner	oraziotravia		655
2014-06-27	murakamiyosuke@gmail.com	高橋農林有限会社	長谷川 涼平	1986	291-67-2776	A-	(Decimal('-35.890131'), Decimal('88.235170'))	2020/04/28	漫画家	yumikofujiwara		514
1991-05-06	ditschlerincenta@gmail.com	Wirth e.V.	Ralf-Peter Beyer-Scholz	2023	105-43-5114	AB-	(Decimal('32.6286225'), Decimal('101.820850'))	2018/12/31		markkobelt		170
	nuri53@web.de	Förster	Milos Stiebitz	834	928-53-0652	O-	(Decimal('28.840253'), Decimal('47.297732'))	02/13/2020, 00:00:00	Altenpfleger	klemteckehard		499
	matthewgutierrez@gmail.com	Hoffman Ltd	Lisa Davis	807	181-94-8018	AB-	(Decimal('-84.4655535'), Decimal('174.387741'))	12/08/2021, 00:00:00		uporter		652
	miuraosamu@yahoo.com	株式会社太田水産	青木 加奈	872	088-35-2941	B+		2022-08-07		maitakahashi		431
2005-02-24	kumikoikeda@hotmail.com	有限会社藤田水産	山本 美加子	53	107-97-2206	O-	(Decimal('20.467007'), Decimal('79.640586'))	08/21/2020, 00:00:00	アイドル	taro25		425
	tfox@hotmail.com	Lopez-Brown	Eric Lam	1341	440-99-5081	A-		2019/06/15		jennifer49		253
2017-04-04	rbianchi@tele2.it	Righi-Amato s.r.l.	Ermes Caboto	1708	SCHCSN61D28I828U	AB-	(Decimal('15.4005855'), Decimal('-120.775005'))	09/24/2019, 00:00:00	Dietitian	carmelo71		394
1959-01-14	ismet24@web.de	Bloch Textor GmbH	Ditmar Gertz	268	783-48-0555	A-	(Decimal('89.999222'), Decimal('50.558218'))	18 Nov 2021		donata34		623
1957-06-18	claudia29@gmail.com	Hardy-Cherry	Pamela Ellis	314	712-86-3509	O+	(Decimal('52.7075635'), Decimal('176.235980'))	09/26/2022, 00:00:00	Web designer	stephensalas		64
	yamamotoyasuhiro@hotmail.com	田中通信株式会社	山田 太郎	1203	243-82-3703	O-	(Decimal('-15.2155415'), Decimal('-84.334801'))	08/14/2025, 00:00:00		yui80		682
1948-03-29	bernhardine67@yahoo.de	Kohl	Ekkehart Hermighausen	1407	868-29-5047	A-	(Decimal('-81.333421'), Decimal('-70.940157'))	11/06/2021, 00:00:00		annhermighausen		345
1923-09-01	rezadoehn@aol.de	Ladeck	Stephanie Staude	1957	379-80-0913	AB+		2022/06/17	Beamter	ellalosekann		138
	hildegund16@gmx.de	Holt	Univ.Prof. Virginia Köhler B.Sc.	960	637-40-8712	B-	(Decimal('-38.2462755'), Decimal('-55.331545'))	12/23/2020, 00:00:00	Schornsteinfeger	eugeniehiller		213
	josueborges@yahoo.com.br	Rios da Rocha S/A	Dra. Luiza Lopes	1303	49158073639	AB-	(Decimal('10.997122'), Decimal('174.726325'))	12 Jan 2019		fbrito		406
	iluna@gmail.com	Jackson-Wood	Eric Sherman	224	038-64-2296	AB-	(Decimal('-65.9657525'), Decimal('17.395969'))	2019-07-30		alexandra22		98
2016-05-12	pierpaolo56@virgilio.it	Casini e figli	Alessio Piccio	2066	FRMNTL50T09A694L	A-	(Decimal('-7.4420635'), Decimal('47.324798'))	08 Apr 2022	Financial controller	petrucellirosario		230
	itokenichi@gmail.com	有限会社中村印刷	中村 裕樹	1118	519-97-0998	AB+	(Decimal('-27.5730135'), Decimal('-24.546558'))	2025-01-15	行政書士	reisuzuki		429
1966-12-08	luiz-fernandobrito@yahoo.com.br	Novaes S.A.	Sr. Caio Pires	972	74028631904	AB-	(Decimal('-18.452993'), Decimal('95.270851'))	11/17/2020, 00:00:00		monteirojuliana		340
	ocarvalho@yahoo.com.br	Aparecida Pires - ME	Sr. Davi Luiz Fonseca	1653	41035728923	A-	(Decimal('73.8968695'), Decimal('110.674626'))	2024/01/09		isis53		470
2005-03-06	kanatanaka@gmail.com	中島銀行有限会社	木村 香織	78	785-53-1885	B+	(Decimal('23.0060095'), Decimal('-115.114749'))	09 Aug 2025	漫画家	nishimuramituru		62
	ppanatta@libero.it	Rizzoli-Pigafetta SPA	Temistocle Foà-Versace	1379	SNSTTR60M52F842H	A-	(Decimal('-42.8408275'), Decimal('11.672409'))	11 Jan 2025	Aid worker	ivanregge		655
1981-04-18	guidottivirgilio@libero.it	Aulenti, Serao e Mazzanti SPA	Orazio Vivaldi	567	BLSRTR15L52F876G	A+		17 Feb 2021		obattelli		2
2020-05-05	scheuermannhans-helmut@web.de	Ernst AG	Dr. Hardy Cichorius	991	439-15-4141	O-	(Decimal('56.8834175'), Decimal('133.295124'))	2023-02-13	Bankkaufmann	antjehahn		96
	gsato@gmail.com	合同会社中村鉱業	吉田 さゆり	29	228-27-8408	A+	(Decimal('-4.3828925'), Decimal('12.715333'))	24 Jun 2019		nakagawarika		101
2024-08-12	amedeo49@virgilio.it	Balbo e figli	Alessandra Petrocelli	1212	CSLMRS09H15D120I	O+	(Decimal('-79.7003615'), Decimal('-9.299472'))	08/07/2019, 00:00:00	Pension scheme manager	darioemanuelli		341
1991-09-25	dyamazaki@gmail.com	長谷川通信合同会社	福田 亮介	976	682-82-3884	B-	(Decimal('63.342923'), Decimal('131.056265'))	23 Nov 2019		yui77		325
	camila39@hotmail.com	Vasconcelos	Nicole Montenegro	1375	32981045660	B+	(Decimal('-81.298379'), Decimal('171.236290'))	2023-03-21	Tecnólogo em irrigação e drenagem	marianamelo		440
1913-07-12	da-cruzzoe@gmail.com	Lopes	Eloá Jesus	1844	57396408148	A+	(Decimal('-61.055104'), Decimal('-171.914113'))	07/12/2019, 00:00:00		gabriela77		124
	vanessa02@gmail.com	Foscari SPA	Veronica Scalfaro-Bellocchio	1562	GNNGMR01D54H977I	AB-	(Decimal('44.1041645'), Decimal('-15.374052'))	31 Oct 2019	Theatre manager	simonemattarella		318
	victoriabutler@hotmail.com	Webster, Pratt and Figueroa	Christopher Miller	1003	220-42-6058	O-		12/23/2023, 00:00:00	Mudlogger	williamsjulie		245
2010-06-13	yyamazaki@gmail.com	有限会社岡田保険	村上 亮介	1749	326-65-5290	A-	(Decimal('32.7906155'), Decimal('-110.040413'))	2022/10/28		yosukeito		222
	vincenza21@outlook.com	Benigni, Padovano e Lovato SPA	Etta Pareto-Infantino	2145	SRAGRC82S24B579C	A+	(Decimal('-17.584013'), Decimal('139.747073'))	2025/04/12		anichiniadele		493
1976-11-17	yasuhirookamoto@hotmail.com	鈴木水産株式会社	渡辺 舞	452	348-89-4142	AB-		2020/02/17		naotoito		514
	raul08@bol.com.br	Farias Almeida - EI	Srta. Milena Nunes	1010	30582914698	B+	(Decimal('10.992268'), Decimal('-25.369213'))	09/14/2020, 00:00:00	Manobrista	nmoura		588
	tgomes@yahoo.com.br	Moreira Câmara S.A.	Srta. Stephany Oliveira	1358	86527043171	O-	(Decimal('-46.879399'), Decimal('26.947856'))	2023-11-27	Engenheiro de aquicultura	mariah21		161
	buonaurolamberto@libero.it	Sokolov, Campano e Galiazzo Group	Lazzaro Morandini-Marrone	901	FGNTZN73R07F342E	AB+	(Decimal('-32.4843735'), Decimal('-80.244923'))	03/11/2020, 00:00:00		romanafranscini		408
	yuta96@hotmail.com	株式会社林食品	高橋 里佳	1711	658-72-7118	AB+	(Decimal('33.9721695'), Decimal('61.026843'))	2025-03-24		osamu82		490
	lauraaustin@yahoo.com	Atkins, Myers and Friedman	Christina Mendoza	676	626-29-9328	AB-	(Decimal('-61.626794'), Decimal('97.279032'))	09/17/2023, 00:00:00		michaelroberts		204
1986-11-25	bda-mota@uol.com.br	da Mata	Aylla da Mata	619	97453182050	A+	(Decimal('45.778284'), Decimal('-21.431666'))	2024-09-01		fda-costa		554
1977-07-28	chiyo94@yahoo.com	合同会社斉藤運輸	藤田 知実	1494	678-66-9243	AB+	(Decimal('-38.6564485'), Decimal('35.721839'))	2022-07-20		momokohayashi		386
	stellarocha@yahoo.com.br	Pinto	Mateus Fogaça	2073	59463271007	B+		2022/09/29		gramos		330
1997-12-28	olivia97@gmail.com	Mendonça	Miguel Siqueira	1870	47590321850	B+	(Decimal('40.0978445'), Decimal('60.126208'))	01/16/2025, 00:00:00		calebe91		275
	claricesampaio@ig.com.br	Santos S/A	Alexandre da Rosa	1437	24951638746	AB+	(Decimal('-78.856999'), Decimal('-62.139845'))	16 Sep 2025		liam67		89
1989-04-21	xwarren@gmail.com	Rodriguez Inc	Sarah Davenport	135	795-43-1605	AB-	(Decimal('-87.320643'), Decimal('-65.179120'))	2021-01-16		ortizedwin		699
	xdavis@gmail.com	Armstrong, Baker and Francis	Melanie Hopkins	26	201-34-5261	O-	(Decimal('80.9752725'), Decimal('97.195349'))	2021/05/22		lmelton		621
1916-07-31	jacobsandor@gmx.de	Ebert	Univ.Prof. Irene Anders	329	261-08-8252	O-	(Decimal('-40.574794'), Decimal('12.986644'))	07 Sep 2024		ludwina83		424
1943-02-26	dietzdietmar@googlemail.com	Wohlgemut	Wilhelm Bauer	1238	786-11-4224	B-	(Decimal('-78.4410955'), Decimal('151.534562'))	24 Jan 2022		berendraedel		419
1981-09-20	ermannobasadonna@tin.it	Chechi, Puccini e Trezzini e figli	Lucio Casellati-Fabrizi	1484	GRMGNG62B67L314U	B-	(Decimal('-6.345047'), Decimal('58.473467'))	2019/01/20		ferruccimarina		34
	wkimura@hotmail.com	山下水産有限会社	加藤 明美	801	127-35-5988	B-	(Decimal('-65.961677'), Decimal('97.990868'))	09/05/2022, 00:00:00	アーティスト	kanahashimoto		635
	qbauer@hotmail.de	Mende	Prof. Mareen Klotz	1444	883-71-3318	AB-	(Decimal('19.3682485'), Decimal('-152.041582'))	2023/08/05		reimerbenthin		229
1926-02-21	ryosuke43@hotmail.com	有限会社中村ガス	加藤 香織	1763	449-56-8927	AB-	(Decimal('41.087266'), Decimal('-108.308522'))	20 Mar 2020	グラフィックデザイナー	sayuri03		496
	luigibaglioni@gmail.com	Errani-Costanzi e figli	Benito Notarbartolo	547	MTTLPD23C48L879G	B+	(Decimal('-10.018920'), Decimal('-104.251478'))	2020-12-26		hstein		227
1941-12-11	gnatzhenri@gmail.com	Kranz Bachmann KG	Univ.Prof. Cathleen Fischer B.Eng.	1193	537-45-4198	O-	(Decimal('36.542907'), Decimal('136.784615'))	2025-07-08		sstiffel		571
	paolo60@outlook.com	Cattaneo Group	Lisa Agostini-Biagiotti	977	VSNDNG64L64M265V	O+	(Decimal('89.3164545'), Decimal('-160.321223'))	07/30/2025, 00:00:00		gianna75		189
1921-03-13	cassianolavinia@bol.com.br	Alves	Oliver Campos	1918	72640891340	A+	(Decimal('-6.485063'), Decimal('112.759644'))	22 Nov 2019		bcassiano		403
1959-12-11	robinsonashley@hotmail.com	King Ltd	James Wu	1849	868-20-0139	A+	(Decimal('-17.9903395'), Decimal('4.282834'))	2025/02/26	Financial controller	carolinepierce		647
	ryohei08@yahoo.com	合同会社山田食品	坂本 裕美子	1137	788-71-4521	AB-	(Decimal('-3.0440215'), Decimal('96.300318'))	2019-08-30		jun70		176
	shota18@hotmail.com	株式会社橋本ガス	山本 加奈	694	747-75-3397	AB-	(Decimal('78.7755765'), Decimal('151.430311'))	07/14/2024, 00:00:00		miki50		189
	othomas@gmail.com	Carpenter, Perry and Woodard	Debbie Moore	566	059-41-8432	B+	(Decimal('-83.543219'), Decimal('-172.805068'))	2025-09-16		katherine91		579
	asukayamazaki@gmail.com	合同会社井上食品	松田 千代	550	288-92-3115	O+	(Decimal('71.9426315'), Decimal('-114.478106'))	2018-10-21	高等学校教員	yosuketanaka		460
	uyamashita@hotmail.com	高橋通信合同会社	井上 稔	1419	368-52-8927	A-	(Decimal('-20.679757'), Decimal('-53.244421'))	10/21/2018, 00:00:00	ウェブデザイナー	saitoyuki		252
1952-12-20	tarosasaki@gmail.com	福田情報有限会社	中川 幹	1722	429-71-2335	AB-	(Decimal('88.114281'), Decimal('36.465900'))	08 May 2025	介護ヘルパー	suzukiyoichi		310
	martennette@web.de	Wähner Förster Stiftung & Co. KG	Ercan Pieper	681	574-91-5273	AB+	(Decimal('3.891936'), Decimal('-41.922694'))	27 Jul 2023		liane79		384
	morlacchimassimiliano@outlook.com	Chechi-Correr Group	Pietro Fiorucci-Granatelli	32	MRCRBT15L59B586S	O+	(Decimal('-11.925934'), Decimal('158.024306'))	2020-11-14		brunelloloretta		282
	ghande@yahoo.de	Kuhl	Univ.Prof. Mechthild Wagenknecht B.A.	317	094-40-7177	O+	(Decimal('45.826534'), Decimal('-139.128958'))	11 Jan 2022		cordulasteinberg		521
1991-05-19	kristiane98@gmx.de	Fechner	Mohammed Speer	1657	257-18-8941	O+	(Decimal('-77.6259925'), Decimal('153.066872'))	2019-09-10		hansjoachim52		641
	escholz@web.de	Roskoth	Frank-Michael Henck-Oestrovsky	759	223-00-7460	B+	(Decimal('-28.740555'), Decimal('-155.039434'))	2024-09-21	Altenpfleger	yetzler		265
	sampaiomathias@bol.com.br	da Costa e Filhos	Sr. Henry Gabriel Cassiano	1769	45712869020	O-	(Decimal('40.4076445'), Decimal('-156.463682'))	2021-01-31		ycorreia		622
	luchinobragadin@yahoo.com	Giammusso, Barracco e Muratori Group	Tiziana Barillaro-Costalonga	1671	VNZLND95B51H872T	A+	(Decimal('70.6076385'), Decimal('110.752931'))	08/27/2019, 00:00:00		casalelivio		694
	mzimmer@hotmail.de	Gieß Beckmann GmbH	Edit Hettner	799	685-53-2078	B-	(Decimal('-31.7453815'), Decimal('-5.545569'))	12 Feb 2019		dknappe		343
	yasuhiro62@yahoo.com	株式会社井上銀行	中村 淳	529	407-59-2691	O-	(Decimal('-10.047243'), Decimal('-4.856641'))	2022/02/20		shimizuyoichi		342
1974-01-16	ihaenel@aol.de	Wilmsen Jessel GmbH	Irmhild Beier-Briemer	554	388-77-0770	AB+	(Decimal('-49.3578795'), Decimal('-23.185774'))	2024/06/19	Chemikant	ahentschel		484
	maayanakagawa@hotmail.com	田中通信合同会社	村上 和也	1913	364-68-4245	A-	(Decimal('-53.629798'), Decimal('-82.898502'))	14 Feb 2025	栄養士	momoko93		266
	donatello74@hotmail.com	Canevascini, Lussu e Ariasso e figli	Griselda Molesini	891	CRTVLR89D22F689N	A-	(Decimal('30.674782'), Decimal('161.024990'))	27 Aug 2019		elladio18		452
	yrohleder@gmail.com	Schmidt	Dr. Esther Gutknecht	1590	371-33-8729	AB+	(Decimal('32.0521455'), Decimal('-104.235212'))	07/31/2019, 00:00:00		pmentzel		324
1958-11-14	dierk07@hotmail.de	Preiß AG	Marie-Theres Johann	41	133-90-0549	A-	(Decimal('-15.1738475'), Decimal('-122.742355'))	2020-06-13	Fleischer	seipyasmin		262
	binaghirenata@gmail.com	Bassi e figli	Pierina Montesano	1905	BRSLNE36H07B300Q	B+	(Decimal('-86.554806'), Decimal('-112.826176'))	2023-12-29		manciniantonietta		631
1915-01-28	casa-grandehenry-gabriel@ig.com.br	Pires	Emanuella Freitas	326	79523468146	AB-	(Decimal('-22.9305785'), Decimal('49.427462'))	2019/01/03		isabelly26		602
